feedback_text,is_fake,sentiment
It's a solid performer for everyday tasks.,no,neutral
"The battery life is exceptional, lasts forever.",no,positive
The instructions were clear and easy to follow.,no,positive
"This is a phishing scam, do not click the link!",yes,negative
"I'm quite happy with this purchase, it's a good deal.",no,positive
"The product arrived broken, very frustrating.",no,negative
"Limited stock, buy now to avoid disappointment!",yes,positive
"It's an average product, nothing special to mention.",no,neutral
The customer support was unhelpful and rude.,no,negative
I absolutely love the new design!,no,positive
This review is from a bot account.,yes,neutral
The product is much better than expected.,no,positive
The app keeps crashing on my device.,no,negative
Claim your free gift today!,yes,positive
"It's a decent product, but not revolutionary.",no,neutral
The quality is not up to par.,no,negative
Very satisfied with the outcome.,no,positive
This is a sponsored review.,yes,positive
The product is well-made and sturdy.,no,positive
The delivery was a bit slow.,no,neutral
"This is a fraudulent claim, beware!",yes,negative
I'm happy with the functionality.,no,positive
The product is defective and unusable.,no,negative
Get 20% off your next purchase!,yes,positive
It's an okay product for the price.,no,neutral
The customer service was terrible.,no,negative
Highly recommend this service!,no,positive
This review is clearly fake.,yes,negative
The product arrived on time and in good condition.,no,positive
The instructions were a bit confusing.,no,neutral
Exclusive offer for our loyal customers!,yes,positive
"It's a good product, but has some minor flaws.",no,neutral
The app has too many ads.,no,negative
"Fantastic product, very pleased!",no,positive
This review is generated by AI.,yes,neutral
"The quality is excellent, very durable.",no,positive
"The delivery was delayed, but the product is fine.",no,neutral
"This is a spam message, do not open!",yes,negative
I'm satisfied with the product's performance.,no,positive
The product broke within a month.,no,negative
Limited time offer! Don't miss out!,yes,positive
"It's a standard product, nothing exceptional.",no,neutral
The customer support was unhelpful.,no,negative
Very happy with this purchase!,no,positive
This is a fake review to manipulate ratings.,yes,negative
The product is exactly what I needed.,no,positive
The battery life is very short.,no,negative
Buy now and save big!,yes,positive
"It's okay, but I expected more.",no,neutral
The app is constantly freezing.,no,negative
Absolutely amazing product!,no,positive
This is a promotional review.,yes,positive
The product is well-designed and easy to use.,no,positive
"The delivery was slow, but the item is good.",no,neutral
"This is a scam, do not trust this link!",yes,negative
I'm extremely satisfied with the quality.,no,positive
The product is faulty.,no,negative
Claim your discount today!,yes,positive
It's a decent product for the price.,no,neutral
The customer support was rude.,no,negative
Love this product!,no,positive
This is a bot-generated review.,yes,neutral
The quality is superb.,no,positive
The instructions are confusing.,no,negative
Special offer!,yes,positive
It's an average product.,no,neutral
The app is buggy.,no,negative
Highly recommended!,no,positive
This is a marketing review.,yes,positive
The product is durable.,no,positive
The delivery was delayed.,no,negative
This is a fraudulent claim!,yes,negative
I'm pleased with it.,no,positive
The product is broken.,no,negative
Click here for deals!,yes,positive
It's fine.,no,neutral
The customer support is bad.,no,negative
Fantastic!,no,positive
Spam.,yes,negative
Good value for money.,no,positive
Bad experience.,no,negative
Free trial!,yes,positive
Functional but basic.,no,neutral
Terrible quality.,no,negative
Excellent product!,no,positive
Sponsored content.,yes,positive
The product works well.,no,positive
The shipping was slow.,no,neutral
This is a phishing link.,yes,negative
Very happy with this item.,no,positive
The app is unusable.,no,negative
Limited offer!,yes,positive
"It's an okay product.,no,neutral
The customer service was unhelpful.",no,negative
"Highly satisfied!,no,positive
This is an automated review.",yes,neutral
"Great quality.,no,positive
Confusing instructions.",no,negative
"Limited discount!,yes,positive
It's a good product.",no,neutral
"The battery drains fast.,no,negative
Highly recommended!",no,positive
"This is a sponsored post.,yes,positive
The product is durable.",no,positive
"The delivery was delayed.,no,neutral
This is a scam link.",yes,negative
"I'm happy with it.,no,positive
The product is defective.",no,negative
"Claim your free trial!,yes,positive
It's a decent product.",no,neutral
"The customer support was unhelpful.,no,negative
Absolutely love it!",no,positive
"This is a fake review.,yes,negative
The product is exactly what I needed.",no,positive
"The instructions were unclear.,no,negative
Limited offer!",yes,positive
"It's okay.,no,neutral
The app crashes.",no,negative
"Very satisfied.,no,positive
This is a bot review.",yes,neutral
"Great product.,no,positive
Terrible service.",no,negative
"Buy now!,yes,positive
Average.",no,neutral
"Poor quality.,no,negative
Excellent.",no,positive
"Spam.,yes,negative
Good value.",no,positive
"Bad experience.,no,negative
Free gift!",yes,positive
"Functional.,no,neutral
Broken.",no,negative
"Amazing!,no,positive
Promotional.",yes,positive
"The new update fixed all the bugs, very smooth now.",no,positive
I'm extremely disappointed with the lack of features.,no,negative
"This is a limited-time offer, act now before it's gone!",yes,positive
"The product is exactly as described, no surprises.",no,positive
The customer service was responsive and helpful.,no,positive
"It's a bit pricey, but worth the investment.",no,neutral
This review is part of a competition entry.,yes,neutral
The quality feels premium and durable.,no,positive
The software is intuitive and easy to learn.,no,positive
"I had high hopes, but it failed to deliver.",no,negative
This is a sponsored advertisement.,yes,positive
The delivery was delayed by several days.,no,negative
"The product works flawlessly, very impressed.",no,positive
"This is a fake review, disregard it.",yes,negative
It's a solid performer for everyday tasks.,no,neutral
"The battery life is exceptional, lasts forever.",no,positive
The instructions were clear and easy to follow.,no,positive
"This is a phishing scam, do not click the link!",yes,negative
"I'm quite happy with this purchase, it's a good deal.",no,positive
"The product arrived broken, very frustrating.",no,negative
"Limited stock, buy now to avoid disappointment!",yes,positive
"It's an average product, nothing special to mention.",no,neutral
The customer support was unhelpful and rude.,no,negative
I absolutely love the new design!,no,positive
This review is from a bot account.,yes,neutral
The product is much better than expected.,no,positive
The app keeps crashing on my device.,no,negative
Claim your free gift today!,yes,positive
"It's a decent product, but not revolutionary.",no,neutral
The quality is not up to par.,no,negative
Very satisfied with the outcome.,no,positive
This is a sponsored review.,yes,positive
The product is well-made and sturdy.,no,positive
The delivery was a bit slow.,no,neutral
"This is a fraudulent claim, beware!",yes,negative
I'm happy with the functionality.,no,positive
The product is defective and unusable.,no,negative
Get 20% off your next purchase!,yes,positive
It's an okay product for the price.,no,neutral
The customer service was terrible.,no,negative
Highly recommend this service!,no,positive
This review is clearly fake.,yes,negative
The product arrived on time and in good condition.,no,positive
The instructions were a bit confusing.,no,neutral
Exclusive offer for our loyal customers!,yes,positive
"It's a good product, but has some minor flaws.",no,neutral
The app has too many ads.,no,negative
"Fantastic product, very pleased!",no,positive
This review is generated by AI.,yes,neutral
